pool,record_id,gold_family,raw_unique,rrf_constant,valid_unique,multi_source_candidates,mean_sources_per_candidate,oracle,hit1,hit5
direct+staged,nvbench2:test:479,bar+line,24,30,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:479,bar+line,24,60,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:479,bar+line,24,100,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:483,arc,14,10,4,1,1.25,1.0,1.0,1.0
direct+staged,nvbench2:test:483,arc,14,30,4,1,1.25,1.0,1.0,1.0
direct+staged,nvbench2:test:483,arc,14,60,4,1,1.25,1.0,1.0,1.0
direct+staged,nvbench2:test:483,arc,14,100,4,1,1.25,1.0,1.0,1.0
direct+staged,nvbench2:test:486,rect,25,10,20,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:486,rect,25,30,20,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:486,rect,25,60,20,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:486,rect,25,100,20,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:489,arc,15,10,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:489,arc,15,30,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:489,arc,15,60,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:489,arc,15,100,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:492,rect,17,10,12,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:492,rect,17,30,12,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:492,rect,17,60,12,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:492,rect,17,100,12,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:505,bar,16,10,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:505,bar,16,30,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:505,bar,16,60,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:505,bar,16,100,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:508,arc,21,10,4,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:508,arc,21,30,4,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:508,arc,21,60,4,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:508,arc,21,100,4,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:519,boxplot,18,10,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:519,boxplot,18,30,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:519,boxplot,18,60,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:519,boxplot,18,100,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:524,bar+line+rect,26,10,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:524,bar+line+rect,26,30,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:524,bar+line+rect,26,60,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:524,bar+line+rect,26,100,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:526,arc,22,10,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:526,arc,22,30,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:526,arc,22,60,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:526,arc,22,100,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:531,line,21,10,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:531,line,21,30,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:531,line,21,60,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:531,line,21,100,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:532,arc+bar+line,17,10,7,1,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:532,arc+bar+line,17,30,7,1,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:532,arc+bar+line,17,60,7,1,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:532,arc+bar+line,17,100,7,1,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:535,line,23,10,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:535,line,23,30,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:535,line,23,60,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:535,line,23,100,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:545,rect,20,10,6,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:545,rect,20,30,6,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:545,rect,20,60,6,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:545,rect,20,100,6,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:546,arc,19,10,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:546,arc,19,30,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:546,arc,19,60,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:546,arc,19,100,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:547,rect,13,10,5,1,1.6,1.0,1.0,1.0
direct+staged,nvbench2:test:547,rect,13,30,5,1,1.6,1.0,1.0,1.0
direct+staged,nvbench2:test:547,rect,13,60,5,1,1.6,1.0,1.0,1.0
direct+staged,nvbench2:test:547,rect,13,100,5,1,1.6,1.0,1.0,1.0
direct+staged,nvbench2:test:551,line,21,10,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:551,line,21,30,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:551,line,21,60,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:551,line,21,100,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:552,arc,19,10,3,0,1,1.0,1.0,1.0
direct+staged,nvbench2:test:552,arc,19,30,3,0,1,1.0,1.0,1.0
direct+staged,nvbench2:test:552,arc,19,60,3,0,1,1.0,1.0,1.0
direct+staged,nvbench2:test:552,arc,19,100,3,0,1,1.0,1.0,1.0
direct+staged,nvbench2:test:553,bar,16,10,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:553,bar,16,30,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:553,bar,16,60,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:553,bar,16,100,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:554,arc,15,10,3,1,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:554,arc,15,30,3,1,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:554,arc,15,60,3,1,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:554,arc,15,100,3,1,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:556,rect,13,10,7,1,1.1428571428571428,1.0,1.0,1.0
direct+staged,nvbench2:test:556,rect,13,30,7,1,1.1428571428571428,1.0,1.0,1.0
direct+staged,nvbench2:test:556,rect,13,60,7,1,1.1428571428571428,1.0,1.0,1.0
direct+staged,nvbench2:test:556,rect,13,100,7,1,1.1428571428571428,1.0,1.0,1.0
direct+staged,nvbench2:test:558,arc,21,10,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:558,arc,21,30,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:558,arc,21,60,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:558,arc,21,100,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:561,line,16,10,4,1,1.25,1.0,1.0,1.0
direct+staged,nvbench2:test:561,line,16,30,4,1,1.25,1.0,1.0,1.0
direct+staged,nvbench2:test:561,line,16,60,4,1,1.25,1.0,1.0,1.0
direct+staged,nvbench2:test:561,line,16,100,4,1,1.25,1.0,1.0,1.0
direct+staged,nvbench2:test:566,boxplot,16,10,10,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:566,boxplot,16,30,10,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:566,boxplot,16,60,10,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:566,boxplot,16,100,10,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:574,bar,23,10,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:574,bar,23,30,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:574,bar,23,60,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:574,bar,23,100,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:577,line,22,10,7,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:577,line,22,30,7,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:577,line,22,60,7,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:577,line,22,100,7,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:578,arc,17,10,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:578,arc,17,30,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:578,arc,17,60,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:578,arc,17,100,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:583,rect,27,10,23,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:583,rect,27,30,23,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:583,rect,27,60,23,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:583,rect,27,100,23,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:589,arc,19,10,6,1,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:589,arc,19,30,6,1,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:589,arc,19,60,6,1,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:589,arc,19,100,6,1,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:609,point,29,10,25,2,1.08,1.0,0.0,0.0
direct+staged,nvbench2:test:609,point,29,30,25,2,1.08,1.0,0.0,0.0
direct+staged,nvbench2:test:609,point,29,60,25,2,1.08,1.0,0.0,0.0
direct+staged,nvbench2:test:609,point,29,100,25,2,1.08,1.0,0.0,0.0
direct+staged,nvbench2:test:610,bar,16,10,12,1,1.1666666666666667,0.0,0.0,0.0
direct+staged,nvbench2:test:610,bar,16,30,12,1,1.1666666666666667,0.0,0.0,0.0
direct+staged,nvbench2:test:610,bar,16,60,12,1,1.1666666666666667,0.0,0.0,0.0
direct+staged,nvbench2:test:610,bar,16,100,12,1,1.1666666666666667,0.0,0.0,0.0
direct+staged,nvbench2:test:611,bar+line,28,10,14,2,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:611,bar+line,28,30,14,2,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:611,bar+line,28,60,14,2,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:611,bar+line,28,100,14,2,1.1428571428571428,0.0,0.0,0.0
direct+staged,nvbench2:test:62,arc,18,10,5,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:62,arc,18,30,5,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:62,arc,18,60,5,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:62,arc,18,100,5,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:622,line,19,10,12,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:622,line,19,30,12,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:622,line,19,60,12,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:622,line,19,100,12,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:623,arc,20,10,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:623,arc,20,30,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:623,arc,20,60,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:623,arc,20,100,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:634,boxplot,21,10,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:634,boxplot,21,30,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:634,boxplot,21,60,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:634,boxplot,21,100,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:636,arc,22,10,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:636,arc,22,30,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:636,arc,22,60,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:636,arc,22,100,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:637,line,18,10,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:637,line,18,30,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:637,line,18,60,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:637,line,18,100,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:642,boxplot,9,10,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:642,boxplot,9,30,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:642,boxplot,9,60,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:642,boxplot,9,100,4,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:647,bar+line+point,14,10,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:647,bar+line+point,14,30,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:647,bar+line+point,14,60,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:647,bar+line+point,14,100,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:649,rect,24,10,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:649,rect,24,30,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:649,rect,24,60,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:649,rect,24,100,10,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:651,point,25,10,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:651,point,25,30,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:651,point,25,60,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:651,point,25,100,8,1,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:658,bar,21,10,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:658,bar,21,30,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:658,bar,21,60,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:658,bar,21,100,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:663,point,31,10,16,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:663,point,31,30,16,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:663,point,31,60,16,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:663,point,31,100,16,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:665,point,18,10,14,1,1.0714285714285714,0.0,0.0,0.0
direct+staged,nvbench2:test:665,point,18,30,14,1,1.0714285714285714,0.0,0.0,0.0
direct+staged,nvbench2:test:665,point,18,60,14,1,1.0714285714285714,0.0,0.0,0.0
direct+staged,nvbench2:test:665,point,18,100,14,1,1.0714285714285714,0.0,0.0,0.0
direct+staged,nvbench2:test:666,arc,25,10,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:666,arc,25,30,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:666,arc,25,60,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:666,arc,25,100,11,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:676,line,20,10,8,1,1.125,1.0,1.0,1.0
direct+staged,nvbench2:test:676,line,20,30,8,1,1.125,1.0,1.0,1.0
direct+staged,nvbench2:test:676,line,20,60,8,1,1.125,1.0,1.0,1.0
direct+staged,nvbench2:test:676,line,20,100,8,1,1.125,1.0,1.0,1.0
direct+staged,nvbench2:test:677,arc,15,10,3,1,1.3333333333333333,0.0,0.0,0.0
direct+staged,nvbench2:test:677,arc,15,30,3,1,1.3333333333333333,0.0,0.0,0.0
direct+staged,nvbench2:test:677,arc,15,60,3,1,1.3333333333333333,0.0,0.0,0.0
direct+staged,nvbench2:test:677,arc,15,100,3,1,1.3333333333333333,0.0,0.0,0.0
direct+staged,nvbench2:test:685,point,15,10,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:685,point,15,30,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:685,point,15,60,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:685,point,15,100,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:687,boxplot,10,10,4,1,1.25,0.0,0.0,0.0
direct+staged,nvbench2:test:687,boxplot,10,30,4,1,1.25,0.0,0.0,0.0
direct+staged,nvbench2:test:687,boxplot,10,60,4,1,1.25,0.0,0.0,0.0
direct+staged,nvbench2:test:687,boxplot,10,100,4,1,1.25,0.0,0.0,0.0
direct+staged,nvbench2:test:688,boxplot,30,10,17,1,1.0588235294117647,0.0,0.0,0.0
direct+staged,nvbench2:test:688,boxplot,30,30,17,1,1.0588235294117647,0.0,0.0,0.0
direct+staged,nvbench2:test:688,boxplot,30,60,17,1,1.0588235294117647,0.0,0.0,0.0
direct+staged,nvbench2:test:688,boxplot,30,100,17,1,1.0588235294117647,0.0,0.0,0.0
direct+staged,nvbench2:test:695,point,23,10,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:695,point,23,30,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:695,point,23,60,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:695,point,23,100,13,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:7,bar,20,10,18,1,1.0555555555555556,1.0,0.0,0.0
direct+staged,nvbench2:test:7,bar,20,30,18,1,1.0555555555555556,1.0,0.0,0.0
direct+staged,nvbench2:test:7,bar,20,60,18,1,1.0555555555555556,1.0,0.0,0.0
direct+staged,nvbench2:test:7,bar,20,100,18,1,1.0555555555555556,1.0,0.0,0.0
direct+staged,nvbench2:test:70,bar,23,10,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:70,bar,23,30,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:70,bar,23,60,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:70,bar,23,100,8,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:703,arc,18,10,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:703,arc,18,30,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:703,arc,18,60,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:703,arc,18,100,2,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:705,arc,21,10,10,1,1.1,0.0,0.0,0.0
direct+staged,nvbench2:test:705,arc,21,30,10,1,1.1,0.0,0.0,0.0
direct+staged,nvbench2:test:705,arc,21,60,10,1,1.1,0.0,0.0,0.0
direct+staged,nvbench2:test:705,arc,21,100,10,1,1.1,0.0,0.0,0.0
direct+staged,nvbench2:test:707,arc,20,10,12,3,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:707,arc,20,30,12,3,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:707,arc,20,60,12,3,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:707,arc,20,100,12,3,1.3333333333333333,1.0,1.0,1.0
direct+staged,nvbench2:test:711,boxplot,25,10,21,1,1.0476190476190477,0.0,0.0,0.0
direct+staged,nvbench2:test:711,boxplot,25,30,21,1,1.0476190476190477,0.0,0.0,0.0
direct+staged,nvbench2:test:711,boxplot,25,60,21,1,1.0476190476190477,0.0,0.0,0.0
direct+staged,nvbench2:test:711,boxplot,25,100,21,1,1.0476190476190477,0.0,0.0,0.0
direct+staged,nvbench2:test:727,bar,26,10,16,2,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:727,bar,26,30,16,2,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:727,bar,26,60,16,2,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:727,bar,26,100,16,2,1.125,0.0,0.0,0.0
direct+staged,nvbench2:test:730,arc,21,10,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:730,arc,21,30,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:730,arc,21,60,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:730,arc,21,100,3,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:731,bar,20,10,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:731,bar,20,30,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:731,bar,20,60,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:731,bar,20,100,5,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:732,boxplot,15,10,9,1,1.1111111111111112,1.0,0.0,1.0
direct+staged,nvbench2:test:732,boxplot,15,30,9,1,1.1111111111111112,1.0,0.0,1.0
direct+staged,nvbench2:test:732,boxplot,15,60,9,1,1.1111111111111112,1.0,0.0,1.0
direct+staged,nvbench2:test:732,boxplot,15,100,9,1,1.1111111111111112,1.0,0.0,1.0
direct+staged,nvbench2:test:736,bar,16,10,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:736,bar,16,30,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:736,bar,16,60,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:736,bar,16,100,6,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:737,arc,13,10,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:737,arc,13,30,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:737,arc,13,60,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:737,arc,13,100,1,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:741,boxplot,13,10,4,1,1.25,0.0,0.0,0.0
direct+staged,nvbench2:test:741,boxplot,13,30,4,1,1.25,0.0,0.0,0.0
direct+staged,nvbench2:test:741,boxplot,13,60,4,1,1.25,0.0,0.0,0.0
direct+staged,nvbench2:test:741,boxplot,13,100,4,1,1.25,0.0,0.0,0.0
direct+staged,nvbench2:test:745,boxplot,23,10,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:745,boxplot,23,30,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:745,boxplot,23,60,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:745,boxplot,23,100,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:79,boxplot,27,10,26,3,1.1153846153846154,0.0,0.0,0.0
direct+staged,nvbench2:test:79,boxplot,27,30,26,3,1.1153846153846154,0.0,0.0,0.0
direct+staged,nvbench2:test:79,boxplot,27,60,26,3,1.1153846153846154,0.0,0.0,0.0
direct+staged,nvbench2:test:79,boxplot,27,100,26,3,1.1153846153846154,0.0,0.0,0.0
direct+staged,nvbench2:test:90,arc,17,10,8,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:90,arc,17,30,8,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:90,arc,17,60,8,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:90,arc,17,100,8,0,1,1.0,0.0,1.0
direct+staged,nvbench2:test:97,line,22,10,11,1,1.0909090909090908,1.0,1.0,1.0
direct+staged,nvbench2:test:97,line,22,30,11,1,1.0909090909090908,1.0,1.0,1.0
direct+staged,nvbench2:test:97,line,22,60,11,1,1.0909090909090908,1.0,1.0,1.0
direct+staged,nvbench2:test:97,line,22,100,11,1,1.0909090909090908,1.0,1.0,1.0
direct+staged,nvbench2:test:99,boxplot,13,10,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:99,boxplot,13,30,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:99,boxplot,13,60,7,0,1,0.0,0.0,0.0
direct+staged,nvbench2:test:99,boxplot,13,100,7,0,1,0.0,0.0,0.0
