record_id,model,condition,chart_family,hardness,exact_hit1,exact_hit5,core_hit1,core_hit5,top1_graded,any_valid,elapsed_seconds
nvbench-v1-strict:712,qwen3:14b,direct_rich,Pie,Medium,0.0,0.0,0.0,0.0,0.9,0.0,1.197189334000086
nvbench-v1-strict:734,qwen3:14b,direct_rich,Grouping Scatter,Easy,0.0,0.0,0.0,0.0,0.76,1.0,3.674834916000009
nvbench-v1-strict:770,qwen3:14b,direct_rich,Line,Easy,0.0,0.0,0.0,0.0,0.82,1.0,2.2463099160000866
nvbench-v1-strict:776,qwen3:14b,direct_rich,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.96,1.0,9.436479833000021
nvbench-v1-strict:778,qwen3:14b,direct_rich,Grouping Line,Hard,0.0,0.0,0.0,0.0,1.0,1.0,4.180131875000029
nvbench-v1-strict:779,qwen3:14b,direct_rich,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.96,1.0,7.670509749999951
nvbench-v1-strict:793@y_name@ASC,qwen3:14b,direct_rich,Bar,Hard,0.0,0.0,0.0,0.0,0.6571428571428571,0.0,1.8649249579999605
nvbench-v1-strict:798,qwen3:14b,direct_rich,Line,Medium,0.0,0.0,0.0,0.0,0.9,0.0,2.636199083000065
nvbench-v1-strict:849@y_name@DESC,qwen3:14b,direct_rich,Stacked Bar,Extra Hard,0.0,0.0,0.0,0.0,0.7619047619047619,0.0,5.564693541999986
nvbench-v1-strict:850,qwen3:14b,direct_rich,Grouping Line,Extra Hard,0.0,0.0,0.0,0.0,0.8933333333333333,0.0,6.038397208000106
nvbench-v1-strict:872@y_name@ASC,qwen3:14b,direct_rich,Bar,Medium,0.0,0.0,0.0,0.0,0.8,0.0,1.5580893750000087
nvbench-v1-strict:874,qwen3:14b,direct_rich,Pie,Medium,0.0,0.0,0.0,0.0,0.9,0.0,1.4838077499999827
nvbench-v1-strict:877,qwen3:14b,direct_rich,Scatter,Medium,0.0,0.0,0.0,0.0,0.9,0.0,2.9615694169999642
nvbench-v1-strict:895,qwen3:14b,direct_rich,Line,Easy,0.0,0.0,0.0,0.0,0.8800000000000001,1.0,1.6312474999999722
nvbench-v1-strict:942,qwen3:14b,direct_rich,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,5.177485165999997
nvbench-v1-strict:959,qwen3:14b,direct_rich,Pie,Easy,0.0,0.0,0.0,0.0,0.7,0.0,2.329441541999927
nvbench-v1-strict:997,qwen3:14b,direct_rich,Line,Medium,0.0,0.0,0.0,0.0,0.8800000000000001,1.0,2.9844877090000637
nvbench-v1-strict:1021,qwen3:14b,staged,Pie,Easy,1.0,1.0,1.0,1.0,1.0,1.0,12.633646374999898
nvbench-v1-strict:1096,qwen3:14b,staged,Line,Easy,0.0,0.0,0.0,0.0,0.96,1.0,15.144087749999926
nvbench-v1-strict:1098,qwen3:14b,staged,Line,Easy,0.0,0.0,0.0,0.0,0.96,1.0,15.27243999999996
nvbench-v1-strict:1165,qwen3:14b,staged,Line,Medium,0.0,0.0,0.0,0.0,0.9,0.0,14.727158959000008
nvbench-v1-strict:1186,qwen3:14b,staged,Line,Easy,0.0,0.0,0.0,0.0,0.9,1.0,13.823077499999954
nvbench-v1-strict:1198,qwen3:14b,staged,Pie,Medium,1.0,1.0,1.0,1.0,1.0,1.0,14.453739584000004
nvbench-v1-strict:1203@y_name@ASC,qwen3:14b,staged,Bar,Hard,0.0,0.0,0.0,0.0,0.8,0.0,16.46778437499995
nvbench-v1-strict:1236,qwen3:14b,staged,Pie,Easy,1.0,1.0,1.0,1.0,1.0,1.0,12.754614459000095
nvbench-v1-strict:129@y_name@DESC,qwen3:14b,staged,Stacked Bar,Extra Hard,0.0,0.0,0.0,0.0,0.9,1.0,15.014280333999977
nvbench-v1-strict:1314,qwen3:14b,staged,Pie,Medium,0.0,0.0,0.0,0.0,0.9,0.0,13.633405249999896
nvbench-v1-strict:1334@y_name@ASC,qwen3:14b,staged,Stacked Bar,Extra Hard,0.0,0.0,0.0,0.0,0.8,1.0,17.938611834000085
nvbench-v1-strict:1349,qwen3:14b,staged,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.9,1.0,18.173031374999937
nvbench-v1-strict:134@y_name@DESC,qwen3:14b,staged,Stacked Bar,Extra Hard,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,14.387482417000001
nvbench-v1-strict:1350,qwen3:14b,staged,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.96,1.0,15.716744875000131
nvbench-v1-strict:1351,qwen3:14b,staged,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.96,1.0,17.196166209000012
nvbench-v1-strict:1352,qwen3:14b,staged,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.9,1.0,16.041569750000008
nvbench-v1-strict:1353,qwen3:14b,staged,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.9,1.0,15.773251374999973
nvbench-v1-strict:1387,qwen3:14b,staged,Grouping Line,Extra Hard,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,18.50565037499996
nvbench-v1-strict:14,qwen3:14b,staged,Pie,Easy,0.0,0.0,0.0,0.0,0.9,0.0,20.512196457999835
nvbench-v1-strict:1420,qwen3:14b,staged,Pie,Easy,0.0,0.0,0.0,0.0,0.16,0.0,26.399942667000005
nvbench-v1-strict:1425,qwen3:14b,staged,Scatter,Medium,0.0,0.0,0.0,0.0,0.6,0.0,20.891145291000157
nvbench-v1-strict:1431,qwen3:14b,staged,Pie,Medium,0.0,0.0,0.0,0.0,0.9,0.0,14.707690707999973
nvbench-v1-strict:145@y_name@ASC,qwen3:14b,staged,Stacked Bar,Extra Hard,0.0,0.0,0.0,0.0,0.9333333333333332,1.0,14.89969337499997
nvbench-v1-strict:1484,qwen3:14b,staged,Grouping Line,Hard,1.0,1.0,1.0,1.0,1.0,1.0,15.546656999999868
nvbench-v1-strict:1490,qwen3:14b,staged,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.9333333333333332,1.0,14.512992417000078
nvbench-v1-strict:169,qwen3:14b,staged,Line,Medium,0.0,0.0,0.0,0.0,0.8,0.0,18.706095458999926
nvbench-v1-strict:170,qwen3:14b,staged,Line,Medium,0.0,0.0,0.0,0.0,0.9,1.0,17.504852165999864
nvbench-v1-strict:171,qwen3:14b,staged,Line,Easy,1.0,1.0,1.0,1.0,1.0,1.0,14.342134458000146
nvbench-v1-strict:188,qwen3:14b,staged,Line,Easy,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,12.226068042000179
nvbench-v1-strict:2064,qwen3:14b,staged,Grouping Scatter,Medium,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,18.269484083000407
nvbench-v1-strict:2080@y_name@DESC,qwen3:14b,staged,Stacked Bar,Extra Hard,0.0,0.0,0.0,0.0,0.7,0.0,15.822728249999955
nvbench-v1-strict:2125,qwen3:14b,staged,Scatter,Medium,0.0,0.0,0.0,0.0,0.9,0.0,14.275000374999763
nvbench-v1-strict:2205,qwen3:14b,staged,Bar,Medium,0.0,0.0,0.0,0.0,0.7,0.0,17.966362209000067
nvbench-v1-strict:2235@y_name@ASC,qwen3:14b,staged,Bar,Hard,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,17.854357917000016
nvbench-v1-strict:2247@y_name@DESC,qwen3:14b,staged,Stacked Bar,Hard,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,24.850158375000092
nvbench-v1-strict:2264,qwen3:14b,staged,Grouping Scatter,Medium,1.0,1.0,1.0,1.0,1.0,1.0,16.301912082999934
nvbench-v1-strict:2266,qwen3:14b,staged,Scatter,Easy,1.0,1.0,1.0,1.0,1.0,1.0,12.676357875000122
nvbench-v1-strict:2270,qwen3:14b,staged,Scatter,Easy,0.0,0.0,0.0,0.0,0.9199999999999999,1.0,13.787927665999632
nvbench-v1-strict:2272,qwen3:14b,staged,Scatter,Easy,0.0,1.0,0.0,1.0,0.6,1.0,16.868761749999976
nvbench-v1-strict:2275,qwen3:14b,staged,Grouping Scatter,Medium,1.0,1.0,1.0,1.0,1.0,1.0,15.900275333000081
nvbench-v1-strict:2281,qwen3:14b,staged,Grouping Scatter,Medium,0.0,1.0,0.0,1.0,0.8666666666666668,1.0,20.94390604199998
nvbench-v1-strict:2286,qwen3:14b,staged,Grouping Scatter,Medium,0.0,0.0,0.0,0.0,0.9199999999999999,1.0,15.206762374999926
nvbench-v1-strict:2290,qwen3:14b,staged,Grouping Scatter,Medium,0.0,0.0,0.0,0.0,0.8666666666666668,1.0,16.064502542000355
nvbench-v1-strict:2298,qwen3:14b,staged,Grouping Scatter,Medium,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,21.77031187500006
nvbench-v1-strict:2299,qwen3:14b,staged,Grouping Scatter,Medium,0.0,0.0,0.0,0.0,0.7333333333333333,1.0,22.02601791699999
nvbench-v1-strict:2313,qwen3:14b,staged,Pie,Easy,0.0,0.0,0.0,0.0,0.7,1.0,15.161665332999974
nvbench-v1-strict:2351@y_name@ASC,qwen3:14b,staged,Bar,Medium,0.0,0.0,0.0,0.0,0.8,0.0,13.280676125000127
nvbench-v1-strict:2360@y_name@ASC,qwen3:14b,staged,Bar,Hard,0.0,0.0,0.0,0.0,0.8,0.0,13.141354749999891
nvbench-v1-strict:2361,qwen3:14b,staged,Grouping Scatter,Medium,0.0,0.0,0.0,0.0,0.8666666666666668,1.0,14.59355608299984
nvbench-v1-strict:240,qwen3:14b,staged,Grouping Scatter,Medium,0.0,0.0,0.0,0.0,0.8,1.0,14.269295374999729
nvbench-v1-strict:2750@y_name@DESC,qwen3:14b,staged,Stacked Bar,Hard,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,18.050735957999905
nvbench-v1-strict:2751@y_name@ASC,qwen3:14b,staged,Bar,Medium,0.0,0.0,0.0,0.0,0.8,0.0,12.943791084000168
nvbench-v1-strict:2755@y_name@DESC,qwen3:14b,staged,Stacked Bar,Hard,0.0,0.0,0.0,0.0,0.9,1.0,16.016104957999914
nvbench-v1-strict:2874,qwen3:14b,staged,Scatter,Easy,1.0,1.0,1.0,1.0,1.0,1.0,14.906175333000192
nvbench-v1-strict:2946,qwen3:14b,staged,Stacked Bar,Easy,0.0,0.0,0.0,0.0,0.76,0.0,16.74062245799996
nvbench-v1-strict:2991,qwen3:14b,staged,Scatter,Medium,1.0,1.0,1.0,1.0,1.0,1.0,12.898876417000338
nvbench-v1-strict:3008,qwen3:14b,staged,Line,Easy,0.0,0.0,0.0,0.0,0.7,1.0,16.808527207999987
nvbench-v1-strict:3072,qwen3:14b,staged,Grouping Scatter,Easy,0.0,0.0,0.0,0.0,0.9199999999999999,1.0,13.305986958000176
nvbench-v1-strict:3086@y_name@DESC,qwen3:14b,staged,Stacked Bar,Medium,0.0,0.0,0.0,0.0,0.6666666666666667,1.0,21.212856124999917
nvbench-v1-strict:3090,qwen3:14b,staged,Stacked Bar,Extra Hard,0.0,0.0,0.0,0.0,0.6,0.0,19.522701459000018
nvbench-v1-strict:3093,qwen3:14b,staged,Stacked Bar,Extra Hard,0.0,0.0,0.0,0.0,0.6,0.0,19.14478391700004
nvbench-v1-strict:3111@y_name@ASC,qwen3:14b,staged,Bar,Easy,0.0,0.0,0.0,0.0,0.6,0.0,16.474483541999916
nvbench-v1-strict:3162,qwen3:14b,staged,Grouping Scatter,Easy,0.0,1.0,0.0,1.0,0.8,1.0,18.159218833000068
nvbench-v1-strict:3178,qwen3:14b,staged,Grouping Scatter,Easy,0.0,1.0,0.0,1.0,0.8,1.0,18.405428292000124
nvbench-v1-strict:3209@y_name@DESC,qwen3:14b,staged,Bar,Medium,0.0,0.0,0.0,0.0,0.8800000000000001,0.0,15.065360749999854
nvbench-v1-strict:3237,qwen3:14b,staged,Bar,Medium,0.0,0.0,0.0,0.0,0.7,1.0,14.89908437500003
nvbench-v1-strict:324,qwen3:14b,staged,Line,Easy,0.0,0.0,0.0,0.0,0.9333333333333332,1.0,14.31805104099999
nvbench-v1-strict:3240,qwen3:14b,staged,Line,Easy,1.0,1.0,1.0,1.0,1.0,1.0,17.531785833000185
nvbench-v1-strict:3284,qwen3:14b,staged,Scatter,Easy,1.0,1.0,1.0,1.0,1.0,1.0,11.854462166999838
nvbench-v1-strict:351,qwen3:14b,staged,Scatter,Easy,0.0,0.0,0.0,0.0,1.0,0.0,12.819826875000217
nvbench-v1-strict:352,qwen3:14b,staged,Scatter,Easy,1.0,1.0,1.0,1.0,1.0,1.0,18.587828958000046
nvbench-v1-strict:385,qwen3:14b,staged,Grouping Scatter,Easy,1.0,1.0,1.0,1.0,1.0,1.0,13.732446957999855
nvbench-v1-strict:391,qwen3:14b,staged,Scatter,Easy,1.0,1.0,1.0,1.0,1.0,1.0,12.542271124999843
nvbench-v1-strict:410,qwen3:14b,staged,Scatter,Medium,0.0,0.0,0.0,0.0,0.8,0.0,20.58609875000002
nvbench-v1-strict:433,qwen3:14b,staged,Pie,Medium,0.0,0.0,0.0,0.0,0.2,0.0,14.681103416000042
nvbench-v1-strict:478,qwen3:14b,staged,Pie,Medium,0.0,0.0,0.0,0.0,0.9,1.0,16.108114083000146
nvbench-v1-strict:47@y_name@ASC,qwen3:14b,staged,Bar,Medium,0.0,0.0,0.0,0.0,0.8,0.0,12.777502166999966
nvbench-v1-strict:513@y_name@ASC,qwen3:14b,staged,Bar,Hard,0.0,0.0,0.0,0.0,0.9,1.0,15.292127749999963
nvbench-v1-strict:558,qwen3:14b,staged,Stacked Bar,Hard,1.0,1.0,1.0,1.0,1.0,1.0,16.340006415999824
nvbench-v1-strict:565,qwen3:14b,staged,Pie,Easy,1.0,1.0,1.0,1.0,1.0,1.0,14.34939908399997
nvbench-v1-strict:62,qwen3:14b,staged,Scatter,Easy,1.0,1.0,1.0,1.0,1.0,1.0,13.383800749999864
nvbench-v1-strict:627,qwen3:14b,staged,Bar,Medium,0.0,0.0,0.0,0.0,0.6,1.0,16.84064258300009
nvbench-v1-strict:647,qwen3:14b,staged,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,14.775923250000233
nvbench-v1-strict:648,qwen3:14b,staged,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,16.554734374999953
nvbench-v1-strict:680@y_name@ASC,qwen3:14b,staged,Stacked Bar,Hard,0.0,0.0,0.0,0.0,0.9,1.0,14.72147479199998
nvbench-v1-strict:683,qwen3:14b,staged,Bar,Easy,1.0,1.0,1.0,1.0,1.0,1.0,11.754919333000089
nvbench-v1-strict:698,qwen3:14b,staged,Pie,Easy,0.0,0.0,0.0,0.0,0.9,0.0,14.96123020899995
nvbench-v1-strict:707,qwen3:14b,staged,Scatter,Easy,1.0,1.0,1.0,1.0,1.0,1.0,22.039896792000036
nvbench-v1-strict:712,qwen3:14b,staged,Pie,Medium,0.0,0.0,0.0,0.0,0.9,0.0,13.43792537499985
nvbench-v1-strict:734,qwen3:14b,staged,Grouping Scatter,Easy,0.0,0.0,0.0,0.0,0.76,1.0,12.928923208000015
nvbench-v1-strict:770,qwen3:14b,staged,Line,Easy,0.0,0.0,0.0,0.0,0.9,0.0,14.486696250000023
nvbench-v1-strict:776,qwen3:14b,staged,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.8933333333333333,0.0,19.529525708000165
nvbench-v1-strict:778,qwen3:14b,staged,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.9333333333333332,1.0,18.236338125000202
nvbench-v1-strict:779,qwen3:14b,staged,Grouping Line,Hard,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,20.94263229199987
nvbench-v1-strict:793@y_name@ASC,qwen3:14b,staged,Bar,Hard,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,17.160987333999856
nvbench-v1-strict:798,qwen3:14b,staged,Line,Medium,0.0,0.0,0.0,0.0,0.86,0.0,19.384179500000073
nvbench-v1-strict:849@y_name@DESC,qwen3:14b,staged,Stacked Bar,Extra Hard,0.0,0.0,0.0,0.0,0.7333333333333334,0.0,25.081136959000105
nvbench-v1-strict:850,qwen3:14b,staged,Grouping Line,Extra Hard,0.0,0.0,0.0,0.0,0.9,1.0,16.606484958000237
nvbench-v1-strict:872@y_name@ASC,qwen3:14b,staged,Bar,Medium,0.0,0.0,0.0,0.0,0.9,1.0,12.127527667000095
nvbench-v1-strict:874,qwen3:14b,staged,Pie,Medium,0.0,0.0,0.0,0.0,0.9,0.0,13.747138167000003
nvbench-v1-strict:877,qwen3:14b,staged,Scatter,Medium,0.0,0.0,0.0,0.0,0.9,0.0,15.970912750000025
nvbench-v1-strict:895,qwen3:14b,staged,Line,Easy,0.0,0.0,0.0,0.0,0.8,0.0,14.62646537500018
nvbench-v1-strict:942,qwen3:14b,staged,Grouping Line,Hard,1.0,1.0,1.0,1.0,1.0,1.0,18.997258583000075
nvbench-v1-strict:959,qwen3:14b,staged,Pie,Easy,0.0,0.0,0.0,0.0,0.5,0.0,17.807242667000082
nvbench-v1-strict:997,qwen3:14b,staged,Line,Medium,0.0,0.0,0.0,0.0,0.9,1.0,16.528723375000027
